id,name,level,time,evaluation
618,Ambrósio e os Palíndromos,8,0.033215,CORRECT
619,Ambrósio e os números especiais,8,0.131104,CORRECT
620,Rotacionar um ponto em relação à origem,3,0.00229,WRONG_ANSWER
621,Equação da reta,4,0.003229,CORRECT
622,O Monge Confuso,5,0.002101,CORRECT
623,Interseção entre retas,5,0.001745,CORRECT
624,Duas Bases,5,0.007934,CORRECT
625,Ajude Ambrósio,5,0.077854,CORRECT
627,Inserção em Árvores AVL,6,0.005191,WRONG_ANSWER
628,Árvore geradora máxima,2,0.062643,CORRECT
629,Planejar para faturar,1,0.003782,CORRECT
630,Curso universitário,9,0.002423,CORRECT
631,Redução de pena,10,0.041376,CORRECT
632,Cubos coloridos,8,0.018264,CORRECT
633,Gerente de espaço,10,0.00173,TIME_LIMIT_EXCEEDED
634,Tecle & Some,9,0.095155,CORRECT
635,Regata de cientistas,10,0.227765,CORRECT
636,Piscina,7,0.001714,CORRECT
637,Circuito bioquímico digital,7,0.057288,CORRECT
638,O problema da parada,10,0.012946,CORRECT
639,Energia x Tempo,10,-1.0,COMPILATION_ERROR
640,Copa do Mundo (Maratona),7,0.002007,CORRECT
641,Rota crítica,9,0.001892,TIME_LIMIT_EXCEEDED
642,Amigos ou inimigos?,9,0.144503,WRONG_ANSWER
643,Vôlei Marciano,10,0.04988,CORRECT
644,Rouba-monte,6,0.005957,CORRECT
645,Série de tubos,8,0.027131,CORRECT
646,Mário,7,0.063305,CORRECT
647,Histórico de comandos,6,0.026417,CORRECT
648,Desempilhando caixas,6,0.001902,WRONG_ANSWER
649,Onde estão as bolhas?,10,-1.0,COMPILATION_ERROR
650,Jogo de varetas,6,0.002038,CORRECT
651,Zak Galou,9,0.090674,CORRECT
652,Olimpíadas (Maratona),10,0.001532,TIME_LIMIT_EXCEEDED
653,Apagando e ganhando,7,0.032841,CORRECT
654,Babel,7,0.377978,CORRECT
655,Loop musical,6,0.002774,CORRECT
656,Set,10,0.134377,WRONG_ANSWER
657,Divisão da Nlogônia,6,0.001756,CORRECT
658,Maior subsequência crescente,10,0.001498,TIME_LIMIT_EXCEEDED
659,Vampiros,10,0.008654,CORRECT
660,Ataque fulminante,10,0.019239,TIME_LIMIT_EXCEEDED
661,Alarme despertador,6,0.001831,CORRECT
662,Troca de cartas,7,0.028978,CORRECT
663,Sub-prime,6,0.002343,CORRECT
664,Dragster,8,0.803569,CORRECT
665,Torres de telefonia celular,10,0.005824,TIME_LIMIT_EXCEEDED
666,Registrador de deslocamento,10,0.001463,WRONG_ANSWER
667,Escultura a laser,10,0.005654,CORRECT
668,N primeiros primos,4,0.044666,CORRECT
669,Atirando em Ouros,6,0.228618,CORRECT
670,Ângulo entre pontos,5,0.001768,CORRECT
671,Bom Amigo Secreto,4,0.001708,CORRECT
672,Comida de Graça é Bom ou Ruim?,4,0.032882,CORRECT
673,Done Is Better Than Perfect,2,0.001966,CORRECT
674,Estudo de Sequências,4,0.069931,CORRECT
675,Ambrósio pescador,5,0.001686,WRONG_ANSWER
676,Distribuição de Camisas,5,0.004233,CORRECT
677,Grandes Atalhos,2,0.002067,CORRECT
678,High-primes,3,0.01705,CORRECT
679,"Ih, errou de novo",3,0.00195,CORRECT
680,Ferrovia,6,0.001607,CORRECT
681,Montanhas ensolaradas,7,0.006245,WRONG_ANSWER
682,Ambrósio e os Aliens,4,0.001534,CORRECT
683,DFS: imprimindo as folhas,6,0.001707,CORRECT
684,Carteiro,6,0.03763,CORRECT
685,Pacman,7,0.002562,CORRECT
686,Fechadura,4,0.008785,CORRECT
687,Triângulo de Pascal,3,0.001945,CORRECT
688,Existe solução?,4,-1.0,COMPILATION_ERROR
690,Exponenciação de matrizes,7,0.003561,CORRECT
691,2 números em ordem crescente,1,0.0038,CORRECT
693,Bombons,1,0.001573,CORRECT
694,O dobro do maior,3,0.001964,CORRECT
696,Quantas vezes x apareceu?,2,0.001892,CORRECT
697,Sistema de equação de primeiro grau,4,0.002331,WRONG_ANSWER
698,Presenteando,2,0.001988,CORRECT
699,Vacinação Infantil,1,0.004484,CORRECT
700,"Converter segundos em horas, min e segundos",1,0.001704,CORRECT
701,Detecção e Classificação de Triângulo,3,0.002201,CORRECT
702,Hipotenusa,1,0.001741,CORRECT
703,Desvio padrão,3,0.004781,CORRECT
707,Prateek e seus amigos,5,0.002037,CORRECT
708,A transportadora,1,0.12264,CORRECT
709,Jogo do sapo,4,0.002152,CORRECT
713,Múltiplos de N num Intervalo,3,0.001792,CORRECT
714,Primeira Ocorrência de Caractere em String,4,0.002141,CORRECT
715,Períodos da História,3,0.002199,CORRECT
716,BOING,1,0.017652,CORRECT
717,Ordenação de matrizes,3,0.002123,CORRECT
728,Menor velocidade final de 3 carros,3,0.001911,CORRECT
729,Correção de Provas Objetivas,3,0.004838,CORRECT
731,Álibi,5,0.05949,CORRECT
732,Bar do Pinto,5,0.219338,CORRECT
738,Horário dos Ônibus,6,0.364929,CORRECT
741,Somatório e Produtório,3,0.001784,WRONG_ANSWER
742,Inverte nomes,1,0.001743,CORRECT
746,Multiplicação de Matrizes,6,0.002122,CORRECT
747,Chandu e letras consecutiva,4,0.002476,CORRECT
749,AVLMap,1,0.058428,CORRECT
758,"Felicitações, Fidel!",5,0.018026,WRONG_ANSWER
759,Leonardo de Pisa,3,0.003157,WRONG_ANSWER
763,Tamanho Palíndromo,1,0.00238,WRONG_ANSWER
764,Sequência misteriosa,3,0.00172,CORRECT
765,Média de um Conjunto de Inteiros,1,0.002326,CORRECT
766,Moda de Conjunto de Inteiros,3,0.002104,CORRECT
767,Mediana de um Conjunto de Inteiros,3,0.002435,CORRECT
768,Soma números grandes utilizando arrays,5,0.004103,CORRECT
771,O ponto é interno?,5,0.001961,CORRECT
772,Hex,1,0.090784,CORRECT
773,Lista Ordenada,3,0.001917,CORRECT
774,Snake,6,0.001801,CORRECT
775,Índice de Massa Corporal,2,0.00183,CORRECT
776,Períodos da História Numéricos,3,0.001898,CORRECT
777,Análise de Molde de DNA,4,0.002131,CORRECT
778,Teclado com Problemas,6,0.002874,CORRECT
779,Ambrósio e a cidade grande,4,0.00216,CORRECT
780,Pedindo um galeto,5,0.001805,CORRECT
781,Matriz Aleatória,4,0.005072,CORRECT
783,Inserção em Árvores de Busca Binária,5,0.002139,WRONG_ANSWER
785,TeleZika,1,0.017743,CORRECT
786,Mas que árvore estranha,7,0.020111,CORRECT
787,Exponenciação rápida,3,0.001799,CORRECT
788,Resolva um Sudoku,7,0.001814,CORRECT
789,Esta solução do Sudoku está correta?,4,0.002412,CORRECT
790,Mochila,4,0.002008,CORRECT
791,Superdígito,5,0.001967,CORRECT
793,Roteamento,1,0.034392,WRONG_ANSWER
794,Trama,8,0.001701,CORRECT
795,Números hexagonais incompletos,4,0.258265,CORRECT
796,Compotência,3,0.182938,CORRECT
797,Fortaleza digital,2,0.002535,CORRECT
798,Hipercubo,5,0.002004,CORRECT
799,Quebrando o tabuleiro,5,0.00249,CORRECT
800,Diagramas de Euler,8,0.001766,WRONG_ANSWER
801,Média Ponderada de 4 notas,4,0.002106,CORRECT
802,Triângulo de Número em Ordem Crescente,2,0.002398,CORRECT
803,Vogais no texto,1,0.002039,CORRECT
805,Busca em Largura,5,0.002509,WRONG_ANSWER
806,Contar letras em um texto,4,0.001717,CORRECT
807,Tradução de Texto,5,0.001787,CORRECT
808,Loucos por compras,1,0.166488,CORRECT
810,A partilha,1,0.450499,CORRECT
811,Quermesse,2,0.004125,CORRECT
812,Saldo de gols,4,0.004658,CORRECT
813,Macaco prego,6,0.005766,CORRECT
814,Dominó,4,0.00158,CORRECT
815,Lâmpadas do hotel,2,0.003268,CORRECT
816,Chaves,4,0.003322,CORRECT
817,Chuva (OBI),3,0.016754,CORRECT
818,Nova avenida,3,0.020191,CORRECT
819,Direção,2,0.007185,CORRECT
821,Bitmap,6,0.010989,CORRECT
822,Exame,3,0.00199,CORRECT
826,Conversão de m para cm.,1,0.001738,CORRECT
827,Dobro da área do quadrado.,1,0.001973,CORRECT
828,Cálculo do salário.,1,0.001487,CORRECT
829,Sequencia do Alfabeto,3,0.003916,CORRECT
830,Peso ideal.,1,0.001794,CORRECT
831,Conversão de °F em °C.,1,0.002774,CORRECT
832,Caracteres de Centro,2,0.004972,CORRECT
833,Palíndromo Simples,2,0.004604,CORRECT
834,Porta Criptografada,4,0.002407,CORRECT
837,Corrida do IC,3,0.001925,CORRECT
841,Acima da média,2,0.002058,CORRECT
842,Mínimo múltiplo comum,2,0.002123,CORRECT
843,Contar palavras,2,0.001948,CORRECT
844,Maior item de uma lista de compras,2,0.002199,CORRECT
845,Willy Ecológico,4,0.001754,CORRECT
847,Contar palavras de texto inglês,3,0.00194,CORRECT
848,Área da Superfície e Volume da Esfera,2,0.002467,CORRECT
849,Volume da Esfera,3,0.002292,CORRECT
850,Identificando Região de Procedência,3,0.004281,CORRECT
851,Espaços demais,3,0.001586,CORRECT
852,Sistemas Planetários,4,0.002036,CORRECT
853,Desenhando Retângulos,3,0.00461,CORRECT
856,Comutação,1,0.168546,CORRECT
857,Número informado.,1,0.001673,CORRECT
858,Soma de dois números.,1,0.00143,CORRECT
860,Cavalos em um haras.,1,0.00143,CORRECT
861,Comparação numérica.,1,0.001594,CORRECT
862,Maior Sequência,7,0.001536,CORRECT
863,Mozilla Spring Camp,6,0.001727,CORRECT
865,Intersecção de arrays,5,0.002216,WRONG_ANSWER
866,Somatório em um array circular,5,0.002291,CORRECT
867,Quais letras aparecem,3,0.001657,CORRECT
868,5 maiores do sorteio,3,0.002162,CORRECT
869,Carrossel,4,0.003775,CORRECT
870,Maior soma sequencial,5,0.001866,CORRECT
871,Elementos de uma matriz,3,0.002147,CORRECT
872,Tancredo e suas pizzas,4,0.063316,CORRECT
873,Almoço,1,0.099796,CORRECT
874,Corte de hastes,5,0.091378,CORRECT
876,Cálculo da Idade,1,0.002626,CORRECT
890,Brincando com Ambrosinho,4,0.001618,CORRECT
891,A Floresta de Binágoras,1,0.013395,CORRECT
892,Tower defense,3,0.001797,CORRECT
893,Dados da sorte,1,0.002191,CORRECT
894,Cara ou coroa,6,0.001918,CORRECT
896,Notas de 0 a 10.,1,0.003617,CORRECT
899,Maior número.,1,0.001499,CORRECT
900,Média dos números.,1,0.00168,WRONG_ANSWER
902,Base e expoente.,1,0.001534,CORRECT
903,Nota do aluno.,1,0.001731,CORRECT
905,Valores digitados.,1,0.001469,CORRECT
906,Ordem Inversa.,1,0.002114,WRONG_ANSWER
907,Posições ímpares.,1,0.001672,CORRECT
908,Quadrado da posição.,1,0.001495,CORRECT
915,Média de um aluno.,1,0.001666,CORRECT
916,Quantidade de números.,1,0.001791,CORRECT
917,Número maior.,1,0.001747,CORRECT
918,Canal de TV.,1,0.00203,CORRECT
919,Saldo do cliente.,1,0.00199,WRONG_ANSWER
922,Aumento de salário.,1,0.00162,CORRECT
923,Crime.,1,0.002142,CORRECT
924,Maior Dominó,2,0.00471,CORRECT
925,Triângulo.,1,0.002354,CORRECT
926,Sorvete,5,0.002129,CORRECT
928,Campo de Minhocas,5,0.002109,CORRECT
929,Pais das Folhas,3,0.002185,CORRECT
930,Frequência de um caracterer na página,5,0.001847,CORRECT
931,Campanha Eleitoral,5,0.004713,CORRECT
932,Formatando Nomes,4,0.002267,CORRECT
933,Próximos da Média,5,0.002099,CORRECT
935,Aprovação.,1,0.001667,CORRECT
936,Fatorial.,1,0.001481,CORRECT
938,5 valores para a.,1,0.001737,CORRECT
939,Intervalo de números.,1,0.001541,CORRECT
940,Média Aritmética.,1,0.002015,CORRECT
941,Substitui no array,2,0.002135,CORRECT
942,Tabela de vendas,5,0.001893,WRONG_ANSWER
943,Comparação multicritério,1,0.156797,CORRECT
944,Maior submatriz,7,0.007438,CORRECT
945,Nota de História,7,0.001874,WRONG_ANSWER
946,Soma de grupos divisíveis por D,7,0.002512,CORRECT
947,Remoção de strings,7,0.002414,CORRECT
948,Encaixando blocos,4,0.002065,CORRECT
949,Em cada nível da árvore,3,0.004699,CORRECT
950,Descriptografia,4,0.001957,CORRECT
951,Satélite,3,0.001973,CORRECT
952,Vou Passar em P1,3,0.014152,CORRECT
953,Quadro de Medalhas,6,0.001857,CORRECT
954,Alunos acima da média,4,0.001912,CORRECT
955,O Labirinto do Kruskaltauro,1,0.387066,CORRECT
956,Desafio do menor e maior número,4,0.001851,CORRECT
957,Triângulo com uma String,4,0.002229,CORRECT
958,Formatando número real como moeda,4,0.002197,WRONG_ANSWER
959,Sequência Lógica III,4,0.001869,CORRECT
960,Alunos abaixo e acima da média,6,0.002168,CORRECT
961,Piscamos tanto assim?,6,0.551452,CORRECT
962,Matriz diferente,4,0.002238,CORRECT
963,Submatriz,3,0.05687,CORRECT
964,Critério das linhas,3,0.00211,CORRECT
967,Desenhando Árvores de Natal,3,0.054498,WRONG_ANSWER
968,Da raiz até uma folha,5,0.00168,CORRECT
970,Onde estão as substrings?,5,0.002204,CORRECT
971,Um problema de logística,1,0.064913,CORRECT
972,É um número primo? (versão iniciante),2,0.002119,CORRECT
974,Organizando as cartas,1,0.002076,CORRECT
975,Mensagem codificada,5,0.001707,CORRECT
977,A soma de todos os medos,1,0.016516,WRONG_ANSWER
978,Mais um problema de logística,1,0.076335,CORRECT
979,listar descendentemente 4,2,0.001899,CORRECT
980,Aumento salarial,1,0.001575,CORRECT
981,Trocar o conteúdo de duas variáveis,2,0.001187,CORRECT
984,Os Extremos e os Múltiplos.,1,0.002179,CORRECT
990,Petris,1,0.034949,CORRECT
991,Unindo células,5,0.001767,RUNTIME_ERROR
1001,Ixats vs Rebus,3,0.108283,CORRECT
1003,Loteria,4,0.00233,CORRECT
1005,Bloom,1,0.19024,CORRECT
1006,A Diferença dos Quadrados,2,0.009686,CORRECT
1007,Pi de Leibniz,3,0.003049,WRONG_ANSWER
1009,Palíndromo,1,0.002098,CORRECT
1010,Pi Leibniz,3,0.004201,CORRECT
1011,Amizade,4,0.002003,CORRECT
1014,Os quase primos de Fada,3,0.003544,CORRECT
1015,Método dos mínimos quadrados,2,0.106135,CORRECT
1016,Partição do espaço,1,0.518934,WRONG_ANSWER
1017,Brincando com Fibonacci,2,0.002205,CORRECT
1021,Super Sales,1,0.004777,CORRECT
1022,Palíndromo,1,0.008608,WRONG_ANSWER
1023,Grid Colouring,1,0.002331,CORRECT
1024,Critical Links,3,0.00274,CORRECT
1025,Passeio de Jipeiros,5,0.044318,CORRECT
1027,Gerencia fiado,3,0.001709,CORRECT
1032,Quantas tocas existem?,3,0.003391,CORRECT
1034,Oi!,1,0.002399,CORRECT
1035,Área do retângulo,1,0.002071,CORRECT
1036,Aprendi FFT,3,0.003963,CORRECT
1037,Resolva o sistema,3,0.118692,CORRECT
1040,Decifre o Eheapma,3,0.366179,CORRECT
1041,Tamanho de uma String,3,0.001988,CORRECT
1042,Idade em segundos.,1,0.001843,CORRECT
1043,Conversão para dólar,1,0.002103,CORRECT
1045,Eficiência de equipe de desenvolvimento,1,0.002065,CORRECT
1046,Capacidade canal de transmissão,1,0.002083,CORRECT
1047,Várias médias de um conjunto de notas,1,0.002958,CORRECT
1048,Horas extras,1,0.002318,CORRECT
1049,Cálculo do IMC,1,0.002212,CORRECT
1050,Contração de arestas,3,0.001771,RUNTIME_ERROR
1051,Volume de uma esfera,1,0.002592,CORRECT
1052,Diagonais de um polígono,1,0.001975,CORRECT
1053,Volume e área de um cilindro,1,0.002177,CORRECT
1054,Comprimento de um arco e área do setor.,1,0.003162,CORRECT
1055,Traço de uma matriz,1,0.002311,CORRECT
1057,Teorema de Pitágoras,1,0.002035,CORRECT
1058,Velocidade média de um gás.,1,0.00212,CORRECT
1060,Maior de 2 números.,1,0.004873,CORRECT
1061,Áreas de 2 círculos.,1,0.002039,CORRECT
1062,Acidez de uma solução,1,0.002748,CORRECT
1063,Notas em ordem crescente,1,0.004644,CORRECT
1065,Múltiplo de 5,1,0.01041,CORRECT
1066,Examine o paciente,1,0.002265,CORRECT
1067,É vogal?,1,0.0022,CORRECT
1069,Formas geométricas,1,0.004105,CORRECT
1070,Supermercado otimista,1,0.002327,WRONG_ANSWER
1076,Justificar,3,0.324009,CORRECT
1077,Gêmeos,3,0.223161,CORRECT
1078,Situação de um aluno.,1,0.051443,CORRECT
1080,"Conversão Celsius, Fahrenheit e Kelvin",1,0.003149,CORRECT
1082,Ordenação da Rita,1,0.002413,CORRECT
1083,Desconto na conta de energia,1,0.002555,CORRECT
1085,Polinômio de 3o. grau,1,0.003567,CORRECT
1086,Aluguel de carro,1,0.002467,CORRECT
1087,100 primeiros números naturais,1,0.001564,CORRECT
1088,Leia vários números.,1,0.002165,CORRECT
1089,Calcule a série,1,0.002317,CORRECT
1090,Peregrino das Galáxias,3,0.023658,CORRECT
1091,Calcule a série 2,1,0.008369,CORRECT
1092,Estatísticas de um conjunto de pessoas,1,0.002147,CORRECT
1093,Conhecendo o cliente,1,0.002018,WRONG_ANSWER
1094,Eleição,2,0.005653,CORRECT
1095,Perfil dos alunos,2,0.002245,CORRECT
1096,Série de Burrier,1,0.001983,WRONG_ANSWER
1097,Peso ideal.,1,0.007815,CORRECT
1098,Categorias de nadadores.,1,0.002234,CORRECT
1099,Área de um trapézio.,1,0.002337,CORRECT
1100,Volume do tronco de uma pirâmide,1,0.005385,CORRECT
1101,O inverno está chegando.,3,0.004338,CORRECT
1102,criptografia maluca,2,0.001971,CORRECT
1104,Soma de vetores,1,0.001597,CORRECT
1105,Prova Final 2017.1,1,0.001507,CORRECT
1106,Jantar de Torcedores,3,0.002115,WRONG_ANSWER
1107,Matriz de permutação,1,0.001972,PRESENTATION_ERROR
1108,Formato de uma lista de emails,1,0.002095,CORRECT
1109,Programador Dedicado,1,0.002301,CORRECT
1113,Data válida,2,0.002367,CORRECT
1114,Cálculo de Série,1,0.001993,CORRECT
1115,O parque de diversões,1,0.007231,CORRECT
1116,Data por extenso,3,0.00206,CORRECT
1117,Carros de João e Maria,1,0.002437,CORRECT
1118,Sequência Genética,1,0.005211,WRONG_ANSWER
1120,Série,2,0.00229,CORRECT
1124,Simples multiplicação,3,0.002271,CORRECT
1125,Pares de parênteses,3,0.002667,PRESENTATION_ERROR
1127,Ordem das vilas,1,0.002278,CORRECT
1128,Gerar strings binárias sem 1s consecutivos,3,0.020937,CORRECT
1130,Quantos dias?,1,0.002035,CORRECT
1131,Temer preocupado,2,0.001618,CORRECT
1136,Batata Quente,3,0.778421,CORRECT
1137,Containers,3,0.826826,CORRECT
1138,Divisores,3,0.004756,CORRECT
1140,Fundindo Árvores,3,0.072387,CORRECT
1141,GO --,3,0.012953,CORRECT
1142,huaauhahhuahau,3,0.072004,CORRECT
1143,Isósceles,3,0.077923,CORRECT
1146,Ladrilhos,3,0.787432,TIME_LIMIT_EXCEEDED
1149,Escolha o brega,1,0.002506,CORRECT
1152,Jornada Pokémon,1,0.002063,CORRECT
1154,Primeira Batalha,1,0.002116,CORRECT
1155,z.Horário da Pokédex,2,0.003639,CORRECT
1156,Nickname,1,0.002403,CORRECT
1157,Tamanho da caverna,1,0.002339,CORRECT
1158,Quantas ticks?,1,0.004497,CORRECT
1159,Doação,1,0.002334,CORRECT
1160,Distância das vilas,1,0.002377,CORRECT
1161,Competição,1,0.002089,CORRECT
1162,Desafio Pokémon,1,0.002367,CORRECT
1163,Problemas na Pokedex,1,0.002126,CORRECT
1164,Oferenda,1,0.002167,CORRECT
1165,Brincando de Leet,1,0.001626,CORRECT
1166,Criptografia de Naruto,1,0.002237,CORRECT
1168,Tamanho do Voltorb,1,0.002391,CORRECT
1169,Choque Elétrico,1,0.004613,CORRECT
1170,z.Falha nos Códigos,1,0.002139,CORRECT
1171,Count Sort,1,0.542257,CORRECT
1172,L1Q6 - Batalha,1,0.002464,CORRECT
1173,L1Q1 - Jornada Pokémon,1,0.001666,CORRECT
1174,L1Q2 - Problemas na Pokedex,1,0.00235,CORRECT
1175,L1Q3 - Falha nos códigos,1,0.002315,CORRECT
1176,L1Q4 - Desafio Pokémon,1,0.002357,CORRECT
1177,L1Q5 - Primeira batalha,1,0.002308,WRONG_ANSWER
1178,L1Q7 - Tamanho do Voltorb,1,0.002049,CORRECT
1179,L1Q8 - Choque elétrico,1,0.002248,CORRECT
1180,L1Q9 - Horário da Pokédex,1,0.00216,CORRECT
1181,Médico Atencioso,1,0.002028,WRONG_ANSWER
1182,L1Q10 - Encontro lendário,2,0.00219,WRONG_ANSWER
1183,Anagrama de uma frase,1,0.004896,WRONG_ANSWER
1184,O roteador estrangeiro,2,0.012922,PRESENTATION_ERROR
1186,Matriciando,1,0.002391,CORRECT
1189,L2Q5 - Rains of Castamere,1,0.002087,CORRECT
1190,L2Q4 - Valar Morghulis,1,0.001561,CORRECT
1192,L2Q1 - Winter is Coming,1,0.002145,CORRECT
1193,"L2Q7 - Oh, my sweet summer child",2,0.002411,CORRECT
1194,L2Q10 - The Long Night,2,0.002279,CORRECT
1214,L2Q8 - The keeper of the Gates,2,0.001985,CORRECT
1216,L2Q2 - Watchers on the Wall,1,0.002473,CORRECT
1217,Shinobu's Saga II,3,0.05916,CORRECT
1218,P2Q1 - Bruxa dos Doces,1,0.054186,WRONG_ANSWER
1219,L6Q3 - Jarvis,3,0.002226,CORRECT
1220,"L2Q6 - Night is dark, and full of terrors.",1,0.002161,CORRECT
1223,L2Q9 - Inn at the Crossroads,2,0.002478,CORRECT
1225,Maior elemento,1,0.001643,CORRECT
1226,Maior par,1,0.00479,CORRECT
1228,Média dos elementos ímpares,1,0.001797,CORRECT
1229,,2,-1.0,COMPILATION_ERROR
1231,L3Q1 - Loja de Varinhas,1,0.002147,WRONG_ANSWER
1243,A conjectura de Serra,3,0.002308,CORRECT
1244,Gemialidades Weasley,1,0.00152,WRONG_ANSWER
1246,Os triângulos de Izabella,2,0.002319,CORRECT
1248,P2Q2 - Trivialus,2,0.002109,CORRECT
1250,Batalha Pokemon,3,0.004869,WRONG_ANSWER
1253,Caça-penetras,3,0.161821,WRONG_ANSWER
1255,Shinobu's Saga III,5,0.938531,WRONG_ANSWER
1257,L3Q3 - Gemialidade Weasley,1,0.005156,WRONG_ANSWER
1260,L3Q5 - Organizando a biblioteca,4,0.001817,CORRECT
1261,L3Q6 - Torneio de Quadribol,1,0.002145,CORRECT
1262,L3Q2 - NOMs,1,0.002533,CORRECT
1265,Resumo de figuras geométricas,3,0.002086,CORRECT
1267,L3Q4 - Seleção das casas,1,0.002012,WRONG_ANSWER
1268,Os diamantes são para sempre.,2,0.001554,CORRECT
1269,Diamante embutido,2,0.002276,CORRECT
1270,Binary Search File System,3,0.0955,CORRECT
1271,Matriz com N números em M colunas,2,0.001734,PRESENTATION_ERROR
1272,Persistência multiplicativa,3,0.001598,CORRECT
1273,Matriz e suas diagonais,1,0.001749,CORRECT
1277,L4Q6 - Matriz triangular,1,0.001839,CORRECT
1279,L4Q2 - Soma Divina,1,0.001657,CORRECT
1280,L4Q5 - Construa a Matriz,1,0.00194,CORRECT
1281,L4Q1 - Traço de uma matriz.,1,0.004222,CORRECT
1282,L4Q4 - O Quadrado Mágico,2,0.002266,CORRECT
1283,L4Q3 - Matriz Inversa,2,0.002291,CORRECT
1285,Avaliação das notas de uma turma,2,0.005892,CORRECT
1286,L5Q1 - Euclides and Morty,1,0.002283,CORRECT
1287,L5Q5 - O Produto Perdido,2,0.002233,CORRECT
1288,P3Q1 - Caixa de Meeseeks,3,0.002106,CORRECT
1290,L5Q2 - Rickception,1,0.002134,CORRECT
1292,L5Q4 - Pickle Rick!,1,0.001859,CORRECT
1293,L5Q3 - Dimensão das Árvores Estranhas,1,0.001969,CORRECT
1294,L5Q6 - Rickslator,2,0.00178,CORRECT
1295,L5Q7 - O Mergesort,3,0.002018,CORRECT
1299,Escalonador,3,-1.0,COMPILATION_ERROR
1301,Promoção do colégio,3,-1.0,COMPILATION_ERROR
1302,Brincando com matrizes II,1,0.001657,CORRECT
1303,Made in Abyss,3,0.00328,CORRECT
1309,Masculino e Feminino,1,0.002131,CORRECT
1310,Pesquisa eleitoral,2,0.002222,CORRECT
1311,Dias da semana,1,0.002411,CORRECT
1312,Muitas Paçocas,3,0.002426,CORRECT
1313,Produto mais barato,1,0.002077,CORRECT
1314,Triângulo,1,0.001688,CORRECT
1315,Bissexto,1,0.001859,CORRECT
1368,Variáveis e I/O 1,1,-1.0,CORRECT
1412,Variáveis e I/O 9,1,-1.0,CORRECT
1443,Arquivos 5,1,-1.0,CORRECT
1526,L6Q1 - Ache a Mark,1,0.002235,CORRECT
1528,Volume da Esfera,1,0.001676,CORRECT
1529,L6Q2 - Gavião Arqueiro e suas flechas,1,0.001963,CORRECT
1530,L6Q4 - As Joias do Infinito,4,-1.0,COMPILATION_ERROR
1531,Estatisticas de basquete,2,0.003168,CORRECT
1533,Rebu,3,0.073295,CORRECT
1753,Funções 1,1,-1.0,CORRECT
1781,Funções 5,1,-1.0,CORRECT
1787,Funções 6,1,-1.0,CORRECT
1836,Digitação Amigável de Inteiros,1,0.002434,CORRECT
1841,Jogadores de basquete,2,0.006166,CORRECT
1842,Distância entre Coordenadas,1,0.00228,CORRECT
1843,"Maior, Menor e Média",1,0.003902,CORRECT
1845,Nome ao contrário,1,0.004029,WRONG_ANSWER
1846,Nome em escada,1,0.002023,CORRECT
1852,Luz para todos,3,0.047911,CORRECT
1853,"P3Q2 - Olá, sou o Mr. Meeseeks!",2,0.002205,CORRECT
1857,"Kaori, Asuna e Kirito",5,1.04185,CORRECT
1858,Maior e menor elemento de um array,1,0.007118,CORRECT
1862,"Steve, o explorador",3,2.032225,WRONG_ANSWER
1980,Labirinto 3D,3,0.015421,CORRECT
1994,Organizando a Escola,1,0.002116,CORRECT
1995,TCG,3,0.00201,WRONG_ANSWER
1996,Em nome de Esparta,1,0.001802,WRONG_ANSWER
1997,Frete,2,0.002483,CORRECT
1998,Impressão de tabuadas.,1,0.002694,CORRECT
1999,Atribuindo notas aos questionários,1,0.002034,CORRECT
2003,Eleven,1,0.002323,CORRECT
2045,Inversion Count,3,0.148264,CORRECT
2046,Série com funções,2,0.00228,CORRECT
2054,Soma não tão simples,2,0.002328,CORRECT
2056,Pares e Ímpares,2,0.003715,CORRECT
2066,Somando Valores,1,0.002582,CORRECT
2067,Frequência de um número,1,0.002214,CORRECT
2068,Factsoma,1,0.004349,CORRECT
2069,Viagem Distante,1,0.004732,CORRECT
2070,Dígitos do titio Willy,1,0.002175,CORRECT
2071,O mais forte do pacote,2,0.004593,CORRECT
2072,A muralha infinita,2,0.004593,CORRECT
2073,Amo Matemática Discreta,2,0.005967,CORRECT
2074,Strong Number,1,0.002399,CORRECT
2075,Soma de somas,1,0.002696,CORRECT
2076,Divisão de doces,1,0.002433,CORRECT
2077,É um número triangular?,2,0.002236,CORRECT
2078,L3Q5 - Quase Lá,1,0.002581,CORRECT
2079,L3Q4 - Homem Ser,2,0.005423,CORRECT
2080,Prime Holes,2,0.005591,CORRECT
2084,Diamantes para Shiro,2,0.002615,CORRECT
2086,1000 Números do Tio Willy,2,0.005498,CORRECT
2089,Happy Number,1,0.002578,CORRECT
2090,Teoria da branca de neve,2,0.001722,WRONG_ANSWER
2091,L3Q2 - Teoria da Branca de Neve,1,0.00238,CORRECT
2092,L3Q6 - Sentimentos São,2,0.002518,WRONG_ANSWER
2093,L3Q3 - Dreams Come True,1,0.002365,CORRECT
2095,P1Q2 - The Citadel,2,0.00193,CORRECT
2096,L4Q3 - O Gladiador das galáxias,2,0.002211,CORRECT
2098,L3Q1 - Bibbidi Bobbidi Boo,1,0.001868,CORRECT
2099,Direito à isenção no Enem 2018,2,0.002256,CORRECT
2100,Conversão de Binário para Decimal,1,0.003416,CORRECT
2101,L4Q4 - Reconstruindo a comunicação,2,0.0024,CORRECT
